Stars & Stripes National #1,,
4 Balance Bike    Total Riders = 9    Groups = 2,,
,S,"MAVERICK MURPHY, CROWNSVILLE, MD"
,1,"JASON WARYAS, MAGIC BMX, WATERFORD, MI"
,2,"STEPHEN OLDHAM, YESS BMX, BRISTOL, CT"
,3,"DWAYLON CARTER, LETHAL THREAT RACING, BALTO, MD"
,4,"JASON WAGNER, FACTORY PROPHECY, MISHAWAKA, IN"
,5,"TERRY (LAMBO) LAMBERT II, LAMBO'S BIKE SHOP, WADSWORTH, OH"
,6,"LUIS ROJAS, MITCHELL RACING PLATES, QUEEN, NY"
,7,"NATHAN GRUBB, LANDISVILLE, PA"
,8,"MATTHEW SWAP, REGGIE'S BIKE SHOP, MONROE, MI"
,,
41-45 Cruiser    Total Riders = 7    Groups = 1,,
,1,"CORY SKINNER, SOLON BMX, HUDSON, OH"
,2,"WAYNE (BIG WAYNE) HARDMAN, JRBICYCLES.COM/SPEEDCO/AVIAN, NORTH FORT MYERS, FL"
,3,"GILBERTO DELEON JR, ROCKET RACING, GLEN ALLEN, VA"
,4,"SILVIO DA SILVA PINTO, LONG BRANCH, NJ"
,5,"RODRIGO GOMEZ, GUADALAJARA, CHP"
,6,"JAMES HOLDER, COASTAL BIKE SUPPLY, BAHAMA, NC"
,,
46-50 Cruiser    Total Riders = 9    Groups = 2,,
,1,"MATT DALLAS, BLOT OUT GRAPHICS, COS COB, CT"
,2,"JEREMY THOMPSON, FACTORY POWERS BMX, GRAHAM, NC"
,3,"RICHIE (RICHIE B. GOOD) GOOD, NORTHUMBERLAND, PA"
,4,"JOHN MILLER, MAGIC BMX, WHITE LAKE, MI"
,5,"FABIAN (FABIAN) GONZALEZ, GAITHERSBURG, MD"
,6,"ROLANDO (ANDY) LIMJOCO, DAMAGE INC NY, PATCHOGUE, NY"
,7,"ERIC REID, CHAPEL HILL, NC"
,8,"MICHAEL (REGGIE) WOHRLE, HYPER BODYARMOR, LENSDALE, PA"
,,
51-55 Cruiser    Total Riders = 7    Groups = 1,,
,1,"JIM BRAMER, BLACKCROWN BMX FACTORY, SOUTH PARK, PA"
,2,"DOMINGOS LAMMOGLIA, JRBICYCLES.COM/SPEEDCO/AVIAN, OCOEE, FL"
,3,"DREW MOTLEY, YESS BMX, ORMAND BEACH, FL"
,4,"NIGEL CUMMINGS, HOBOKEN, NJ"
,5,"RON MARKARIAN, DUBLIN, OH"
,6,"PAUL (JOKER) LINGARD, FACTORY VERT BMX, PALM COAST, FL"
,,
56-60 Cruiser    Total Riders = 4    Groups = 1,,
,1,"DON BEALS, PORT RICHEY, FL"
,2,"HARRY LEARY, BIOLAB/BOX TEAM, LAKE HAVASU CITY, AZ"
,3,"ROBERT (BIGFOOT) VONMOSS, VAUGHN, NM"
,,
5 & Under Novice    Total Riders = 23    Groups = 4,,
,1,"ANTHONY COOPER, MECHANICSVILLE, MD"
,2,"GEORGE INGRAM, CYCLECRAFT, VIRGINIA BEACH, VA"
,3,"CHASE JESIONOWSKI, SOUTH PARK, PA"
,4,"DAVID (PORK CHOP) WILSON, POWER FX SPEEDCO, CAPE CORAL, FL"
,5,"SHEPHERD NEEL, GT RACERS EDGE, MARS, PA"
,6,"JHOBE (G.I. JHOBE) NANCE, DOWNTOWN BMX, ASHEBORO, NC"
,7,"BRAYLYNN  SWAP, REGGIE'S BIKE SHOP, MONROE, MI"
,8,"NATHANIEL HOPKINS, REGGIE'S BIKE SHOP, LAMBERTVILLE, MI"
,,
6 Novice    Total Riders = 7    Groups = 1,,
,1,"MATIAS (THR HULK) MENDEZ, BEMAX-HIGH GRADE RACING, MIAMI, FL"
,2,"EZEKIEL (ZEKE) WILSON, NONE, STOCKTON, CA"
,3,"LOGAN (MACK) SALERNO, PITTSBURGH, PA"
,4,"BRISTOL PERKINS, NEW CARLISLE, OH"
,5,"JULEO DIBERNARDO, TRIFECTA RACING, MONONGAHELA, PA"
,6,"LUKAS BENFORD, JOHNSTOWN, PA"
,,
7 Novice    Total Riders = 8    Groups = 1,,
,1,"ELSIE GRUBB, LANDISVILLE, PA"
,2,"ADARA  (CHIMPY) NYE, SPEED VISION BIKES, FAIRMONT, WV"
,3,"SIENNA PURCUPILE, SUPER DUPER, JEFFERSON HILLS, PA"
,4,"BRODY HOPKINS, REGGIE'S BIKE SHOP, LAMBERTVILLE, MI"
,5,"STERLING (TINY TURBO) MURPHY, CROWNSVILLE, MD"
,6,"MIA-BELL (PIKACHU) KING, RIDE LIKE A GIRL, FORKED RIVER, NJ"
,7,"NATHAN MEREDITH, PITTSBURGH, PA"
,,
8 Novice    Total Riders = 4    Groups = 1,,
,1,"MICAH BOWERS, PITTSBURGH, PA"
,2,"GIOVANNI BENFORD, JOHNSTOWN, PA"
,3,"PAYTON ELETON, MONROE, OH"
,,
9 Novice    Total Riders = 7    Groups = 1,,
,1,"TYLER GREENAWALD, MCKEESPORT, PA"
,2,"OWEN FLEENOR, PITTSBURGH, PA"
,3,"MATHEW SHELPMAN, PITTSBURGH, PA"
,4,"JOHN RYAN EBBITT, DYNAMITE NATION, PITTSBURGH, PA"
,5,"CHRIS FOSTER, WAYNE, MI"
,6,"FOSTER SMITH, HOUSTON, PA"
,,
11 Novice    Total Riders = 7    Groups = 1,,
,1,"JACK INGRAM, CYCLECRAFT, VIRGINIA BEACH, VA"
,2,"DAKOTA WADDELL, ALBE'S BIKE SHOP, JAVA CENTER, NY"
,3,"RAINA BENZ, FALLS CHURCH, VA"
,4,"ERICA GREENE, LOTHIAN, MD"
,5,"FOX SMITH, HOUSTON, PA"
,6,"EMMA DYE, REGGIE'S BIKE SHOP, SYLVANIA, OH"
,,
12 Novice    Total Riders = 7    Groups = 1,,
,1,"BRANDON ALVAREZ, LEVITTOWN, PA"
,2,"CLYDE (CAMO CLYDE) WILHELM, FINLEYVILLE, PA"
,3,"EMMA SHELPMAN, PITTSBURGH, PA"
,4,"KENDALL TRANSUE, SEVERN, MD"
,5,"ETHAN DAGNAL, BETHEL PARK, PA"
,6,"LUCIANA HERNANDEZ AILE, SAN JOSE"
,,
13 Novice    Total Riders = 3    Groups = 1,,
,1,"JAKOB PHILLIPS, IRON CITY BIKES, PITTSBURGH, PA"
,2,"OLIVER KING, SKILLMAN, NJ"
,3,"GAGE YAROSCAK, BELLE VERNON, PA"
,,
14 Novice    Total Riders = 4    Groups = 1,,
,1,"EMILY (SALTY B) FLERLAGE, ROLL OUT RACING, LEONARDTOWN, MD"
,2,"JADEN (THE MONSTER) JOHNSON, HOJO'S BIKES, SAYRE, PA"
,3,"DANIEL HOFFMAN, ZERONINE, POMPANO BEACH, FL"
,,
16 Novice    Total Riders = 3    Groups = 1,,
,1,"DYLAN ROMANOWSKI, SCHENECTADY, NY"
,2,"ALEXUS (T-BONE TERRY) TERRY, REGGIE'S BIKE SHOP, TOLEDO, OH"
,3,"JERSEY GLEASON, PHAT DADDY RACING, MECHANICSVILLE, MD"
,,
17-20 Novice    Total Riders = 6    Groups = 1,,
,1,"JOSEPH FOLK, NORTHUMBERLAND, PA"
,2,"NICHOLAS WALAWANDER, HAMBURG, NY"
,3,"ASHLEY ROLLICK, GET-A-GRIP, MANASSAS, VA"
,4,"JOSEPH (SMOKIN JOE) AYERS, LITHIUM RACING, HAMPTON, VA"
,5,"THOMAS HANVILLE, AMBASSADOR BMX, HOPEWELL, NJ"
,,
36-40 Novice    Total Riders = 4    Groups = 1,,
,1,"JONATHON STEVENS, MILFORD, OH"
,2,"JOSH LONG, GRAND BLANC, MI"
,3,"DANIEL MATHIS, ROARING RIVER, NC"
,,
41-45 Novice    Total Riders = 5    Groups = 1,,
,1,"TERRAL (TEE) WHITTINGTON, WEST HOMESTEAD, PA"
,2,"EDWIN ALVAREZ, LEVITTOWN, PA"
,3,"BRYAN KOBISTEK, PITTSBURGH, PA"
,4,"SANFORD GRIMES, LETHAL THREAT RACING, CHEVERLY, MD"
,,
46-50 Novice    Total Riders = 6    Groups = 1,,
,1,"JEFF QUINTIN, UNION SQUARE SHOES, OCEAN CITY, NJ"
,2,"BRANDON SKINNER, SOLON BMX, UNIONTOWN, OH"
,3,"SCOTT HEVNER, LAUREL, DE"
,4,"MICHAEL SOBUSIAK, 2ND CHANCE BMX, FAIRLESS HILLS, PA"
,5,"PAUL (CRACKER) GRAHAM, 2ND CHANCE BMX, EASTON, PA"
,,
51 & Over Novice    Total Riders = 5    Groups = 1,,
,1,"STEVEN HOFFMAN, ZERONINE, POMPANO BEACH, FL"
,2,"BOBBY WARREN, EDINBORO, PA"
,3,"ROBERT (PORK CHOP) BEASLEY, ROCKET RACING, POWHATAN, VA"
,4,"DAVID (HARV DOG) HARVEY, HARVEY BROTHERS RACING, ROSEVILLE, CA"
,,
5 & Under Intermediate    Total Riders = 11    Groups = 2,,
,1,"JAYCE (THE RINGER) REYNOLDS, OPEN TO OFFERS, NAPLES, FL"
,2,"BENNETT PIETERSE, LONGMEADOW, MA"
,3,"DANIEL (HOTWHEELS) VONMOSS, VAUGHN, NM"
,4,"QUINN WALTHER, VALENCIA, PA"
,5,"BRECK (THE HEARTBREAKER) ROMER, VELOCIOUS SPORT, GREENSBORO, NC"
,6,"JACKSON (ACTION JACKSON) JONES, WIKID RACING, PICKERINGTON, OH"
,7,"MICHAEL SHAUGHNESSY, APPLE VALLEY, MN"
,8,"SHANE SULTZER, TARENTUM, PA"
,,
6 Intermediate    Total Riders = 18    Groups = 3,,
,1,"FINNEGAN (IRISHMAN) LEE, IRISHMAN BMX, HIGH POINT, NC"
,2,"LEVI WEGLEY, TRIFECTA, BETHEL PARK, PA"
,3,"PACE REED, CORNELIUS, NC"
,4,"ALESSIO IMPROTA, ALPHA DEVELOPMENT TEAM, PATCHOGUE, NY"
,5,"BRADY HUDZIK, BETHEL PARK, PA"
,6,"LUKE (DUKE) LIBERTO, MOUNT AIRY, MD"
,7,"BRECKEN MILLER, MOM AND DAD, PITTSBURGH, PA"
,8,"GIACAMO DIONISI, DEERFIELD, NJ"
,,
7 Intermediate    Total Riders = 10    Groups = 2,,
,1,"IGNACIO SOLANO, SAN JOSE"
,2,"JAMES WALTHER, VALENCIA, PA"
,3,"DYLAN (NINJA) OKLOPCIC, ROCKET RACING, RICHMOND, VA"
,4,"COYE (J-DOG) WEIDNER, VAPOR TRAILS RACING, SPRING CITY, PA"
,5,"BRYCE (BEBO) LANG, TIME2SHINE, STAFFORD, VA"
,6,"VINCENT (MOTO HORNET) SEMPLICE, TRIFECTA RACING, CANONSBURG, PA"
,7,"TANNER SCANLAN, TWIN FALLS, ID"
,8,"AXEL SALERNO, PITTSBURGH, PA"
,,
8 Intermediate    Total Riders = 15    Groups = 3,,
,1,"COOPER (COOP - DOG) CAFFERTY, KRAZY ACRES, VIRGINIA BEACH, VA"
,2,"RYDER (LIL HOMIE) STEVENS, MILFORD, OH"
,3,"LEVI KETELDIJK, SPORTY LIFESTYLE ARUBA, ORANJESTAD"
,4,"DILLON HETRICK, PAK BMX RACING, HUDSON, OH"
,5,"BRADDOCK (BIG TIME) GRONAS, WIKID RACING, CINCINNATI, OH"
,6,"LOGAN (LOGANDO) BERNARD, GODESIGN, ARMA, FMF, ASHEVILLE, NC"
,7,"KAIDEN WAGNER, SKILL/PROPHECY, MISHAWAKA, IN"
,8,"RYDEN (RYDEN DIRTY) JAKOBSEN, HOOLIGANS BMX, CANTON, OH"
,,
9 Intermediate    Total Riders = 15    Groups = 3,,
,1,"KRISTOPHER SARDONE, ALPHA, RIDGE, NY"
,2,"BRODY PALMER, JEFFERSON, MD"
,3,"CAMERON FINK, BALTIMORE, MD"
,4,"TANNER (DYNAMITE) ALTER , REGGIE'S BIKE SHOP, MONROE, MI"
,5,"NATHAN SHEAR, BFR/BELLFLOWER BICYCLES, PALOS VERDES ESTATES, CA"
,6,"MATTO DIBERNARDO, TRIFECTA RACING, MONONGAHELA, PA"
,7,"MASON WISE, GATE NINE, RAVENNA, OH"
,8,"BRECK SKINNER, SOLON BMX, UNIONTOWN, OH"
,,
10 Intermediate    Total Riders = 15    Groups = 3,,
,1,"ELI BERNARD, GODESIGN, ARMA, FMF, ASHEVILLE, NC"
,2,"MICHAEL SCHWARTZBAUER , PITTSBURGH, PA"
,3,"BENJAMIN MORTENSEN, DAYTON, OH"
,4,"RYAN (RJ) KACZMAREK, PARENTS, ANGOLA, NY"
,5,"DEVIN (THE FLASH) SMITH, SPRINGBORO, OH"
,6,"AUSTIN (LIL MONSTER) FULLER, POSITIVE IMPACT RACING, BROOKLYN PARK, MD"
,7,"ASA (DOUBLE A) NANCE, DOWNTOWN BMX, ASHEBORO, NC"
,8,"NOLAN SCHUMANN, MCKEESPORT, PA"
,,
11 Intermediate    Total Riders = 16    Groups = 3,,
,1,"LIAM SANDROCK, DYNAMITE NATION, JEFFERSON HILLS, PA"
,2,"NATHAN (NATE) TOBICZYK, DYNAMITE NATION, PITTSBURGH, PA"
,3,"MICHAEL (CUPCAKE) SEABROOK, CHAOS SQUAD, DACULA, GA"
,4,"COOPER (BLUEBERRY) DAWSON, TIME2SHINE, WOODBRIDGE, VA"
,5,"MAXWELL SHUMWAY, DYNAMITE NATION, CLAIRTON, PA"
,6,"DOUGLAS TOTH, TNT BICYCLES STATE TEAM, FREEHOLD, NJ"
,7,"KORBIN BLACK, DYNAMITE NATION, ELIZABETH, PA"
,8,"MAKILAH (#MAKSTER) DAVIS, POWERS BMX SHOP, STAFFORD, VA"
,,
12 Intermediate    Total Riders = 13    Groups = 2,,
,1,"DEVIN (ONE PUNCH) LONG, PAK/SSQUARED, GRAND BLANC, MI"
,2,"KAI BLAND, WASHINGTON, PA"
,3,"RYDER LITTERELLO, TOXIC RACING, MILLER PLACE, NY"
,4,"NICK PRESTON, FULL CIRCLE BIKE SHOP, AGAWAM, MA"
,5,"TRACE (T-RACE) CREEL, ANOTHER BAD HABIT/NAPLES, NAPLES, FL"
,6,"MASON KOBISTEK, PITTSBURGH, PA"
,7,"KASON (MAGIC MAN) WEXLER, TEAM FIRST TURN, TOLEDO, OH"
,8,"DRAKE ROBINSON, ALL THINGS BMX RACE TEAM, MIDLAND, MI"
,,
13 Intermediate    Total Riders = 13    Groups = 2,,
,1,"PEYTON QUICK, PAK BMX RACING, UNIONTOWN, OH"
,2,"EVAN BOYLE, RACER ARMY, HACKETTSTOWN, NJ"
,3,"BRADEN BEEBE, ELITE RACING, PELHAM, AL"
,4,"ASHTON HEVNER, LAUREL, DE"
,5,"CRAIG (SUPERNOVA) RUPERT, GT/RACERS EDGE, SALTSBURG, PA"
,6,"JEFFREY LIGO, FARMINGDALE, NJ"
,7,"ANTHONY (BOO-CHEE) BUCCI, GATE NINE, LONGWOOD, FL"
,8,"NOAH (NOAH NINJA) ALBRIGHT, SEVERN, MD"
,,
14 Intermediate    Total Riders = 8    Groups = 1,,
,1,"CAELYN DRISCOLL, GAINESVILLE, VA"
,2,"MATTHEW (MR. PMA) RUBY, HEAVY PEDALZ, HOWELL, MI"
,3,"COLE (COLE WORLD) HERMAN, ESI RACING, CALIMESA, CA"
,4,"CHARLIE MERRITT, GATENINE, AVON LAKE, OH"
,5,"SALAH MASON, GAMBRILLS, MD"
,6,"KALEIGH WEXLER, TEAM FIRST TURN, TOLEDO, OH"
,7,"COLIN GORDON, BROKEN SKULL BMX, DANBURY, CT"
,,
15 Intermediate    Total Riders = 9    Groups = 2,,
,1,"LUKE (COOL HAND LUKE) PALMORE, VELOCITY BIKE COMPANY, HAMPTON, VA"
,2,"ISAIAH (THE FINISHER) HILL, REGGIE'S BIKE SHOP, TEMPERANCE, MI"
,3,"ANDRES PEREZ, ELIZABETH, NJ"
,4,"HUNTER QUICK, PAK BMX RACING, AKRON, OH"
,5,"ASHTON ALEXSON, DB SPORTSWORLD, SCHENECTADY, NY"
,6,"KOBI MITCHELL, MITCHELL RACING PLATES, BRIDGETON, NJ"
,7,"IAN HANVILLE, TEAM HECKLER BMX, HOPEWELL, NJ"
,8,"RJ MONREAL, BMX4LIFE, LAND O LAKES, FL"
,,
16 Intermediate    Total Riders = 8    Groups = 1,,
,1,"DEVIN SANDRIDGE, ROCKET RACING, POWHATAN, VA"
,2,"ETHAN SOLL, TOLEDO, OH"
,3,"BRYCE SKINNER, SOLON BMX, UNIONTOWN, OH"
,4,"AUSTIN (THE BEAZ) BEASLEY, ROCKET RACING, POWHATAN, VA"
,5,"JOEY MONK, RENAGADES, NORTH APOLLO, PA"
,6,"COLBY (COLBY) CARUSONE, NORTH EAST FACTORY BMX, BURNT HILLS, NY"
,7,"RICHARD (LIL BOOGIE) AYERS, LITHIUM RACING, HAMPTON, VA"
,,
17-20 Intermediate    Total Riders = 8    Groups = 1,,
,1,"JACOB SLAZINSKI, TRIFECTA BMX TEAM, PITTSBURGH, PA"
,2,"CONNOR OBRIEN, BIKE ZONE OF CAPE COD, NEEDHAM, MA"
,3,"IAN BONSEL, MARION, OH"
,4,"SEAN ADAMS, DANBURY, CT"
,5,"TYLER MONESMITH, AKRON, IN"
,6,"SADONTAE BARNETT, BROOKLYN PARK, MD"
,7,"AARON BAQUERO, ALL LEGIT RACING, GERMANTOWN, MD"
,,
26-35 Intermediate    Total Riders = 7    Groups = 1,,
,1,"GARRET (THE STIG) DONOVAN, RENEGADE BMX, FINLEYVILLE, PA"
,2,"HOLGER  (HOOLRIVER) RIVERA, HOOLRIVER, BRIDGEPORT, CT"
,3,"RYAN NYE, SPEED VISION BIKES, FAIRMONT, WV"
,4,"NICHOLAS (BOWLING BALL) CAPP, SOLON BICYCLE, ELYRIA, OH"
,5,"SEAN MCCARTHY, DV8 RACING, ROSEVILLE, MI"
,6,"NICHOLAS NIEMANN, DRY RIDGE, KY"
,,
36-40 Intermediate    Total Riders = 4    Groups = 1,,
,1,"JEFFREY (RABBIT) ORLANDI, STANDARD NORTHEAST, CHICOPEE, MA"
,2,"JOE LEGNASKY, PAK RACING, AKRON, OH"
,3,"JASON HANSBERGER, CRANKSTERS, HAGERSTOWN, MD"
,,
41-45 Intermediate    Total Riders = 7    Groups = 1,,
,1,"ED GRATTON, IRON CITY BIKES, PITTSBURGH, PA"
,2,"PAUL CONTI, GET A GRIP, STAFFORD, VA"
,3,"RYAN NOFTZ, REGGIE'S BIKE SHOP, TEMPERANCE, MI"
,4,"MARCO (THE MISSLE) MORELLO, ROCKET RACING, AMELIA COURT HOUSE, VA"
,5,"STEVE MONESMITH, BMX COMPLIMENTS, AKRON, IN"
,6,"WILLIAM DZVONAR, GATEKEEPERS, PORT JEFFERSON STN, NY"
,,
46-50 Intermediate    Total Riders = 7    Groups = 1,,
,1,"JEFF (THE BATMAN) MIELKE, HEAVY PEDALZ, COMMERCE TOWNSHIP, MI"
,2,"JOSEPH (JOBALL) BALSAVAGE, SHAMONG, NJ"
,3,"RANDY KOMSSI, SSQUARED NEW ENGLAND, CHARLTON, MA"
,4,"THOMAS (THE TUNA) HANVILLE, 2ND CHANCE BMX, HOPEWELL, NJ"
,5,"CRAIG DRAGNA, ALBE'S BMX, SAINT CLAIR SHORES, MI"
,6,"JASON BONSEL, MARION, OH"
,,
51 & Over Intermediate    Total Riders = 7    Groups = 1,,
,1,"THOMAS (TOMMY THE CAT) GROSS, YELLOWCAT BMX, BLOOMINGTON, IN"
,2,"JAMES (EL LOCO) TRIPP, WRENCHMAN/BLACKCROWN, RALEIGH, NC"
,3,"MICHAEL GORDON, BROKEN SKULL BMX, DANBURY, CT"
,4,"BRIAN (TBONE) WILSON, TBONEBMX CARBONECARTEL, CAPE CORAL, FL"
,5,"ROBERT COULTON, HEWITT, NJ"
,6,"DAVE TUMOLO, 2ND CHANCE BMX, SUNBURY, PA"
,,
1-5 Girls Expert    Total Riders = 3    Groups = 1,,
,1,"MAIZEY (BOLT) WALSER, MAGIC BMX, WHITE LAKE, MI"
,2,"HENLEY (BOO THE BEAST) GREER, WOLFPACK BMX, CANTON, MS"
,3,"BRYNLEE (SWEET PEA) HARMON, SPROCKET KINGZ NATIONAL BIKE SHOP, LEBANON, OH"
,,
7 Girls Expert    Total Riders = 7    Groups = 1,,
,1,"MALIA (BABY MANGLER) ALVAREZ, BLOOMINGTON, IL"
,2,"HANNAH SHEAR, BFR/BELLFLOWER BICYCLES, PALOS VERDES ESTATES, CA"
,3,"ADELYN SCHUMAKER, CARY, NC"
,4,"BROOKLYNN CAMPBELL, DAYLIGHT CYCLES GIRLS, BROOKLYN PARK, MD"
,5,"KEILANI (KRAZY KAT) GRAY, WIKID RACING, TALLMADGE, OH"
,6,"AMELIA (NIGHTMARE) DOWDY, GET-A-GRIP, STAFFORD, VA"
,,
8 Girls Expert    Total Riders = 6    Groups = 1,,
,1,"MAYA (WARRIOR PRINESS) GADBOIS, ALBES PROMAX, SANTA CLARITA, CA"
,2,"HAILEY (THE TANK) SMITH, TIME2SHINE, ASHBURN, VA"
,3,"BROOKLYN AYLING, ROLL OUT RACING, MECHANICSVILLE, MD"
,4,"HELENA MORTENSEN, DAYTON, OH"
,5,"BECKLEY (BOMBSHELL) COLLARD, WIKID RACING, BRECKSVILLE, OH"
,,
9 Girls Expert    Total Riders = 7    Groups = 1,,
,1,"ALEX  PASOWICZ, BLACKCROWN BMX FACTORY, LA VERNE, CA"
,2,"HARPER (FIRE FOX) VESCUSO, FACTORY BOMBSHELL, CORRALES, NM"
,3,"ADALYNN (LITTLE RED) MCCAULEY, BLACK WIDOW, ISANTI, MN"
,4,"KIAH REED, CORNELIUS, NC"
,5,"ELLIANA KOUTRIS, ALPHA NATIONAL, MAPLE GROVE, MN"
,6,"CALLIE (CALLIE CLOSER) KOUTRIS, ALPHA NATIONAL, MAPLE GROVE, MN"
,,
10 Girls Expert    Total Riders = 8    Groups = 1,,
,1,"JENNAVECIA (JENNARATOR) KLEMZ, BLACK WIDOW BMX, BRAHAM, MN"
,2,"DANICA APPENZELLER, BMX SHARKS, ALBUQUERQUE, NM"
,3,"ADDISON SPENCER, BOX, NEW HAVEN, IN"
,4,"ISABELLA (SPITFIRE) GEORGE, DAYLIGHT CYCLE CO., DUMFRIES, VA"
,5,"JORDAN (SO SPECIAL) SMITH, TIME2SHINE, ASHBURN, VA"
,6,"ELLIOT QUICK, PAK BMX RACING, UNIONTOWN, OH"
,7,"LILLY (THE BOSS) VOSS, TNT NATIONAL TEAM, GALLOWAY, NJ"
,,
11 Girls Expert    Total Riders = 14    Groups = 2,,
,1,"KAYLIE CERASA, BLACK WIDOW BMX, BELVIDERE, IL"
,2,"CAMRYN (CRAZY LEGS) SEARFOSS, VELOCITY BIKE CO, NORWICH, NY"
,3,"OLIVE (OLI MAY) DIBERNARDO, TRIFECTA FACTORY, MONONGAHELA, PA"
,4,"ZULEIKA (ZUCCHINI) BRUNO, RETRIBUTION, MIDDLETOWN, CT"
,5,"LACY (LASER) PABEN, REGGIE'S BIKE SHOP, TEMPERANCE, MI"
,6,"BOBBI (FASTER) GILMAN, BOX COMP/ORP BIKE SHOP, AUSTIN, TX"
,7,"CHELSEA (THE HAMMER) WILSON, TRUE BMX, ROCK HILL, SC"
,8,"VIOLET POPOVICH, MUDSLINGER BIKE SHOP, VALPARAISO, IN"
,,
12 Girls Expert    Total Riders = 9    Groups = 2,,
,1,"MIA CUSTER, BLACKCROWN BMX FACTORY, BRIDGETON, NJ"
,2,"KATY CYRUS, REDMAN BIKES, WINCHESTER, CA"
,3,"LILY SUTHERLAND, LETHAL THREAT RACING, DOVER, PA"
,4,"KATE (COACH) CLARRIDGE, RIVAL RACING, MARYSVILLE, OH"
,5,"AVERY (THE VOICE) JONES, JRBICYCLES.COM/SPEEDCO/AVIAN, CAPE CORAL, FL"
,6,"PEYTON BOYD, BALTIMORE, MD"
,7,"ABBY KELLIHER, POSITIVE IMPACT RACING, SEVERNA PARK, MD"
,8,"MARLIE (MAYHAM) RIETSCHEL, BMX COMPLIMENTS, JORDAN, MN"
,,
13 Girls Expert    Total Riders = 9    Groups = 2,,
,1,"HANNAH (THE HURRICANE) LEAKEY, SUPERCROSS BMX, PHOENIX, AZ"
,2,"EMMA (BEAST MODE) CAVNER, ALBES PROMAX, ROCKFORD, MI"
,3,"SADIE HERRERA, ACWORTH, GA"
,4,"HANNAH (HAVOC) GISH, AIRBORNE BMX, VALPARAISO, IN"
,5,"KAMRYN SWAN, REGGIE'S BIKE SHOP, TOLEDO, OH"
,6,"ALLISON (GINGERSNAP) LAUGHLIN, ALBES PROMAX, ERIE, PA"
,7,"AUBREY PALMER, ANSWER SSQUARED, FLORENCE, KY"
,8,"SHELBY (TURTLE) LENFESTEY, CSI BMX MINISTRY, WARSAW, IN"
,,
14 Girls Expert    Total Riders = 12    Groups = 2,,
,1,"SHELBY (SMILES) ELDER, FACTORY BOMBSHELL, WAXAHACHIE, TX"
,2,"KYLEE NIEDERBERGER, FACTORY ANSWER, JARRETTSVILLE, MD"
,3,"PAIGE PRIEBE, INDEPENDENCE, OH"
,4,"KEIRA AMARIS, VELOCITY BIKE CO, MASTIC BEACH, NY"
,5,"MICKIE (THE BULLET) JOSEPH, CLIFTON, CO"
,6,"EMMA MARTIN, ALLTOW WRECKING CREW/YESS, ELKRIDGE, MD"
,7,"SAGAN (BOP) WILSON, INDIAN CYCLE AND FITNESS, FLORENCE, MS"
,8,"ABIGAIL LINDEMAN, SUPER DUPER, JEANNETTE, PA"
,,
15-16 Girls Expert    Total Riders = 16    Groups = 3,,
,1,"MANUELA MUNOZ VELEZ, ALPHA FACTORY, CUTLER BAY, FL"
,2,"PEYTON PULASKI, NATIONAL ALPHA, MERIDEN, CT"
,3,"MILA (THE PILOT) KELLY, REGGIE'S BIKE SHOP, LAPEER, MI"
,4,"SOPHIA ROBBINS, VELOCITY BIKE CO, FREDERICKSBURG, VA"
,5,"HOLLY SHREVE, EDINBORO, PA"
,6,"KAYLYN (AWESOMESAUCE) MILLER, RIVAL RACING, EDGEWOOD, KY"
,7,"MADILYN (MAD RAYNE) MATIKO, HYPER BODYARMOR, FAIRLESS HILLS, PA"
,8,"GABRELLE (GABBY ROSS) ROSS, COLUMBUS, OH"
,,
17-20 Women Expert    Total Riders = 16    Groups = 3,,
,1,"VALENTINA DAVALOS, FACTORY TRUE BMX, CHARLOTTE, NC"
,2,"MARIANA GIGLIUTO, MARIAN UNIVERSITY, CLINTONDALE, NY"
,3,"KADY BRINK, ERIE, PA"
,4,"PIPER YOCKELSON, BOX COMPONENTS, MOUNT AIRY, MD"
,5,"ANGELINA TACTI, ALLTOW WRECKING CREW/YESS, KINGSTON, NY"
,6,"MADELYN WALBERT, GRINDSTONE, PA"
,7,"AMANDA TAYLOR, PROFILE, SARASOTA, FL"
,8,"MEA FLYNN, ALBES PROMAX, OXFORD, MI"
,,
21-30 Women Expert    Total Riders = 8    Groups = 1,,
,1,"ELIDA BEEMAN, FACTORY BOMBSHELL, LANSING, MI"
,2,"DEVIN MURPHY, DAYLIGHT CYCLES, MERIDEN, CT"
,3,"JAMIE (SUNSHINE) REED, PROPHECY, HAMILTON, OH"
,4,"CARLY CURTIN, C-YAA, CHARLOTTE, NC"
,5,"TIFFANY MOLESI, MUDSLINGER BIKE SHOP, EAST MORICHES, NY"
,6,"REBECCA (REBECCA) ROBISON, VELOCIOUS SPORT, GREENSBORO, NC"
,7,"TAYLOR BENSINGER, CHARLESTON, SC"
,,
31-40 Women Expert    Total Riders = 5    Groups = 1,,
,1,"DANIELLE JOLICOEUR, YESS BMX, TORRINGTON, CT"
,2,"KATELIN QUICK, PAK BMX RACING, UNIONTOWN, OH"
,3,"AMANDA (F BOMB) WARNER, TIME2SHINE, SMITHSBURG, MD"
,4,"JENNA WILLIAMS, DIABLOS RACING/J&R BIKES, BURLINGTON, NJ"
,,
41+  Women Expert    Total Riders = 8    Groups = 1,,
,1,"HIDI CRAMER, BIKEMASTER, DES MOINES, WA"
