Dixland National #1,,
4 Balance Bike    Total Riders = 9    Groups = 2,,
,S,"SAKURA  GOTO , TAMPA, FL"
,6,"IAN (THE RIG) DAVIS, BLACK CROWN BMX BIKE SHOP, HOUSTON, TX"
,7,"KAMDEN FUNK, BIKES 4 THE LIKES OF US, WRIGHT CITY, MO"
,8,"TY (ZIP TIE) SNYDER, CELESTIAL CYCLES, CHICKASHA, OK"
,,
16 Cruiser    Total Riders = 15    Groups = 3,,
,1,"ELIJAH HEANEY, FACTORY POWERS BMX, MURFREESBORO, TN"
,2,"DALLAS GARDNER, DAYLIGHT CYCLES, RICHMOND, VA"
,3,"FOSTER HENDERSON, CLAYBORN/ANSWER, BIRMINGHAM, AL"
,4,"RYAN BRAMER, BLACKCROWN BMX FACTORY, SOUTH PARK, PA"
,5,"EVAN MENDITTO, TNT BICYCLES FACTORY, MARLTON, NJ"
,6,"ANDREW (THE ROCKET) KIRBY, BLACK WIDOW BMX, TULSA, OK"
,7,"ALEXANDER BOUER, ECC FACTORY RACING, HOWELL, NJ"
,8,"RIVER REECE, SEAN CARVAJAL'S LDC, FORT WORTH, TX"
,,
17-20 Cruiser    Total Riders = 17    Groups = 3,,
,1,"CAMERON (THE NEW GUY) BRAMER, SUPERCROSS BMX, SOUTH PARK, PA"
,2,"MIKKEL DEVORE, SUPERCROSS BMX, SPOKANE, WA"
,3,"MICHAEL AMARIS, VELOCITY BIKE CO, MASTIC BCH, NY"
,4,"PRESTON EVANS, SIXES PIT BIKE SHOP, MARIETTA, GA"
,5,"MATTHEW (WOODIE) CHATWOOD, SSQUARED NATIONAL TEAM , POWDER SPRINGS, GA"
,6,"NICHOLAS (SHOWTIME) SCHWARZ, RAZON CONTRACTING, LILLINGTON, NC"
,7,"JOHN PAUL (JPEEZY) STEVENS, FACTORY TRIFECTA, CARNEGIE, PA"
,8,"YAVANT (CAN’T FOLD) HAUSLER, STAATS FACTORY/FLYZONE, ELGIN, IL"
,,
21-25 Cruiser    Total Riders = 4    Groups = 1,,
,1,"(ACTION) JACKSON ELLIOTT, NORCAL NEXT GENERATION, GRANITE BAY, CA"
,2,"NICKOLAS (NICK THE BRICK) ELLIOTT, NORCAL NEXT GENERATION, GRANITE BAY, CA"
,3,"JUAN (POTRO) GOMEZ, MITCHELL RACING PLATES, QUEENS, NY"
,,
26-30 Cruiser    Total Riders = 3    Groups = 1,,
,1,"CARTER ONEAL, FALL RISK RACING, PEORIA, AZ"
,2,"ROBERT (RJ) VARGO, NOR CAL NEXT GENERATION, EXETER, PA"
,3,"KYLE (WOODY) WOOD, PAK BMX RACING, YOUNGSTOWN, OH"
,,
31-35 Cruiser    Total Riders = 7    Groups = 1,,
,1,"NICHOLAS (“NOT DUSTMAN”) HURST, FACTORY MANGLER, RIVERTON, IL"
,2,"CHRISTOPHER BEALE, YESS BMX, KISSIMMEE, FL"
,3,"CHRISTOPHER METCALF, NEW SMYRNA BEACH, FL"
,4,"OLIVER (OLLIE) NEWMAN, MARTINEZ, GA"
,5,"COREY WALSER, MAGIC BMX, WHITE LAKE, MI"
,6,"CALE MCCONNAUGHY, LETHAL THREAT RACING, DELTA, PA"
,,
36-40 Cruiser    Total Riders = 11    Groups = 2,,
,1,"CHARLES HUNT, VILLA RICA, GA"
,2,"DWAYLON CARTER, LETHAL THREAT RACING, BALTO, MD"
,3,"STEPHEN OLDHAM, YESS BMX, BRISTOL, CT"
,4,"WAYNE (BIG WAYNE) HARDMAN, JRBICYCLES.COM/SPEEDCO/AVIAN, NORTH FORT MYERS, FL"
,5,"CHRIS SUNDSTROM, YESS - MIB, SAINT AUGUSTINE, FL"
,6,"KEITH MATTHEWS, SAVAGE RACING, MEMPHIS, TN"
,7,"JOE BROOKS, BOCA BIKE SHOP, ROYAL PALM BEACH, FL"
,8,"JONNY GOODWIN, MIDWEST PULL, STEVENS POINT, WI"
,,
41-45 Cruiser    Total Riders = 8    Groups = 1,,
,1,"MATT MOBERLY, M&M RACING PRODUCTS, PALMETTO, FL"
,2,"KOREY FIELDS, SSQUARED GA, ELLIJAY, GA"
,3,"RICHARD JOYNER, H-3 VETERAN'S SERVICE, GROVETOWN, GA"
,4,"JAMES HOLDER, COASTAL BIKE SUPPLY, BAHAMA, NC"
,5,"THOMAS (TOMMY) MILLER, PREMIER RACING NATIONAL TEAM, FORT WORTH, TX"
,6,"RICARDO SANTOS, ALTOONA, FL"
,7,"JASON JOST, SSQUARED NATIONAL TEAM, SOUTHSIDE, TN"
,,
46-50 Cruiser    Total Riders = 10    Groups = 2,,
,1,"SHAN (SHAN THE MAN) HATFIELD, FACTORY ZERONINE, ROSWELL, GA"
,2,"JEREMY THOMPSON, FACTORY POWERS BMX, GRAHAM, NC"
,3,"MITCH BINGHAM, CHATTANOOGA, TN"
,4,"RICHIE (RICHIE B. GOOD) GOOD, NORTHUMBERLAND, PA"
,5,"JONATHAN (JDUBSSTAYTRUE) IRVIN, PREMIER RACING NATIONAL TEAM, DUNCANVILLE, TX"
,6,"JIM BRAMER, BLACKCROWN BMX FACTORY, SOUTH PARK, PA"
,7,"KEN HEXIMER, FALL RISK RACING, GLENDALE, AZ"
,8,"SHAWN (THE HULK) CAMPBELL, TNT BICYCLES, LA GRANGE, NC"
,,
51-55 Cruiser    Total Riders = 15    Groups = 3,,
,1,"CHRIS KENNEDY, BLACKCROWN BMX FACTORY, GREENWELL SPRINGS, LA"
,2,"DREW MOTLEY, YESS BMX, ORMAND BEACH, FL"
,3,"TOM JOHNSON, YESS, PALM COAST, FL"
,4,"SCOTT MCCLAIN, LAKE GIORGIO PRODUCTS, FORT MILL, SC"
,5,"MARC MADDOX, AOT RACING, REVITAL U, ROCKPORT, IN"
,6,"JOHN PRINGLE, PROFILE, ARCHER, FL"
,7,"SEAN LAMBERT, ALPHARETTA, GA"
,8,"STEVE BIERMAN, ELITE RACING/J&R BICYCLE, MAYLENE, AL"
,,
56-60 Cruiser    Total Riders = 11    Groups = 2,,
,1,"JOHN ""DIESEL"" TURNER, FT WHITE, FL"
,2,"RANDY (BLOCKER) MOORE, THIS SPACE AVAILABLE, HENDERSONVILLE, TN"
,3,"TIM MERRITT, POWDER SPRINGS, GA"
,4,"MAURICIO RAMIREZ, PLANTATION, FL"
,5,"SCOTT BERCIER, VENDETTA/FORM/FLY, CITRUS HEIGHTS, CA"
,6,"JUAN CARLOS CARBO, MCS / TRR, PLANTATION, FL"
,7,"JEFFREY BROWN, CLAYBORN/ANSWER, PINELLAS PARK, FL"
,8,"SCOTT (OLD SKOOL) SLOAN, INDEPENDENT ALL STAR, COPPELL, TX"
,,
5 & Under Novice    Total Riders = 35    Groups = 6,,
,1,"KELLEN MILLER, MOM AND DAD, PITTSBURGH, PA"
,2,"KARSON (BEAST MODE) WHITE, LANDSTAR, BOX, FLY, BLANCHARD, OK"
,3,"KAISEN SANFORD, CHARLOTTE BOMBSHELL, PUNTA GORDA, FL"
,4,"COHL (BABY COHL) MOORE, TEAM HECKLER, WILMINGTON, NC"
,5,"REAGAN MARTIN, KENNESAW, GA"
,6,"ANDREW MANRIQUEZ, DAYTON, OH"
,7,"DAWSON DUNN, NEWNAN, GA"
,8,"HOLDEN JONES, RAD DUDES, ALPHARETTA, GA"
,,
6 Novice    Total Riders = 19    Groups = 3,,
,1,"ASHER (HOT SAUCE) HOTCHKISS, BOX COMPONENTS / FOXHUNT, WINTER GARDEN, FL"
,2,"ELIJAH BOCK, PIZZA NOVA, SMYRNA, GA"
,3,"GIACAMO DIONISI, DEERFIELD, NJ"
,4,"LANE (BIRDMAN) CARDINAL, ORLANDO, FL"
,5,"CADE (CADEMAN) STEPHENS, NEWNAN, GA"
,6,"VAN LACHOWICZ, HYPER, CLARKSVILLE, TN"
,7,"ZAHRA URENA, ELITE GARAGE, BOCA RATON, FL"
,8,"DANIEL (HOT CHEETO) MCMILLEN, WRENCHMAN/DOWNTOWNBMX, STOKESDALE, NC"
,,
7 Novice    Total Riders = 16    Groups = 3,,
,1,"CHANDLER (“BOOGIESOWN”) DAVIS, DAD&MOM, ZEPHYRHILLS, FL"
,2,"TRISTAN GONSKE, FAITH, MONTGOMERY, TX"
,3,"PIPER ELETON, MONROE, OH"
,4,"BECKLEY (BOMBSHELL) COLLARD, WIKID RACING, BRECKSVILLE, OH"
,5,"AINSLEIGH PLAISANCE, MOM, MILLBROOK, AL"
,6,"JUAN GIRALDO , MAYHEM/MONGOOSE/O'NEAL, INDIAN TRAIL, NC"
,7,"LENNOX REECE, CHESAPEAKE, VA"
,8,"ELLIOTT WARREN, LRC/MONGOOSE, LEBANON, TN"
,,
8 Novice    Total Riders = 10    Groups = 2,,
,1,"ELI WARREN, LRC/MONGOOSE, LEBANON, TN"
,2,"GLENN HARPER, KENNESAW, GA"
,3,"KELLEN GRAHAM, BLUEGRASS RACING, LOUISVILLE, KY"
,4,"ALEJANDRO RODRIGUEZ, KENNESAW, GA"
,5,"MADDOX JENNINGS, MOUNT HOLLY, NC"
,6,"ADALYN LESTER, TEAM IN THE ZONE, DALLAS, NC"
,7,"KATELYN SNYDER, WEST CHESTER, OH"
,8,"CUYLA (TINK) YARBOROUGH, FAYETTEVILLE, GA"
,,
9 Novice    Total Riders = 24    Groups = 4,,
,1,"MATEO ESPINOZA, ATLANTA, GA"
,2,"CLAY  (ZANE) MROZINSKI , WINSTON SALEM, NC"
,3,"OWEN CHAPMAN, ALL THINGS BMX, TRAVERSE CITY, MI"
,4,"COOPER SMITH, ROSWELL, GA"
,5,"DOMINIC HANSEN, HARAHAN, LA"
,6,"KAMDEN ROBERTS, NOMADS RACING, YOUNGSVILLE, NC"
,7,"SHANE DINGMAN, MARTINEZ, GA"
,8,"CARSEN (MAIN EVENT) DUNLAP, CHAOS SQUAD, MCDONOUGH, GA"
,,
10 Novice    Total Riders = 12    Groups = 2,,
,1,"DOMINIC MENNUTI, 110% NUTRITION, APOLLO BEACH, FL"
,2,"CAMERON (THE DREAM) JONES, TERMINAL BMX, SENOIA, GA"
,3,"SLADE HARP, DEADSET RACING, LOS ALAMITOS, CA"
,4,"ASA NANCE, ASHEBORO, NC"
,5,"BLAKE TURNER, EATON, OH"
,6,"GARY (GARY LEE) WALLS, STANLEY, NC"
,7,"OWEN SMITH, CANTON, GA"
,8,"BODIE TURNER, JEMISON, AL"
,,
11 Novice    Total Riders = 10    Groups = 2,,
,1,"MATTHEW BROWN, GARNER, NC"
,2,"DUEY HOLLOWAY, LINCOLNTON, GA"
,3,"ARDEN (A-TRAIN) HALLBERG, SPROCKET ROCKETS, POWDER SPRINGS, GA"
,4,"KERA EVERS, TEMPLE, GA"
,5,"VIRGINIA (PINK RIPPER) STRONG, BLACK CROWN NOLA, NEWE ORLEANS, LA"
,6,"BRAXTON MCKINNEY, BLACK CROWN GEORGIA, STOCKBRIDGE, GA"
,7,"KIP BLAIR, BLUFFTON, SC"
,8,"WILL PRICE, LINCOLNTON, GA"
,,
12 Novice    Total Riders = 10    Groups = 2,,
,1,"TRISTEN FLANAGAN, PELHAM, AL"
,2,"ALEX WHEELER-GARCIA, ALABASTER, AL"
,3,"MARTHA MAE (M & M) SMITH, ELITE RACING, MOUNTAIN BROOK, AL"
,4,"KORBIN BOS, TEAM MAYHEM, CADILLAC, MI"
,5,"ALYSSA CANTRELL, CHAOS SQUAD, DALLAS, GA"
,6,"COLLIN MOMPER, MCDONOUGH, GA"
,7,"TYLER VANDIVER, LEEDS, AL"
,8,"CONNOR (SKEETER) RICE, CLEVELAND, TN"
,,
13 Novice    Total Riders = 7    Groups = 1,,
,1,"BAKER MATTHEWS, DEATUR, GA"
,2,"ABIGAIL (GET IT GIRL) MATHIS, CHAOS SQUAD, WOODBRIDGE, VA"
,3,"HUNTER (STRINGBEAN) CLARK, WOLFPACK, FLORENCE, MS"
,4,"NICHOLAS ROBSON, DECATUR, GA"
,5,"LUKE (LUKE) ROTHENBUHLER, BRAD JOHNSON, MCDONOUGH, GA"
,6,"LIZ CONTI, TNT BICYCLES GEORGIA, PEACHTREE CITY, GA"
,,
14 Novice    Total Riders = 5    Groups = 1,,
,1,"KAIDEN (GURGY) GURGANUS, VEGA RACING, DOTHAN, AL"
,2,"HAYDEN CHAMPION, PRATTVILLE, AL"
,3,"TREVOR CARD, PRATTVILLE, AL"
,4,"DESTINY DAVIS, BONESHAKER BICYCLES, POWDER SPRINGS, GA"
,,
15 Novice    Total Riders = 4    Groups = 1,,
,1,"AUSTIN REASON , WILLIAMSTON, NC"
,2,"LIBERTY EMERSON, TRUE BMX PRO SHOP, LANCASTER, SC"
,3,"CALEB LENFESTEY, WARSAW, IN"
,,
17-20 Novice    Total Riders = 7    Groups = 1,,
,1,"ASHLEY ROLLICK, GET-A-GRIP, MANASSAS, VA"
,2,"WREN (WRENEGADE) SZYMANSKI, REGGIE'S, TOLEDO, OH"
,3,"HAYLEN (NATE) NEWSOME, MCDONOUGH, GA"
,4,"CHRISTIN QUINN, DIALED DIRT, GREER, SC"
,5,"CONNOR BELL, WOODBRIDGE, VA"
,6,"ALEXUS (LEX) TERRY, REGGIES BIKE SHOP, TOLEDO, OH"
,,
26-35 Novice    Total Riders = 6    Groups = 1,,
,1,"MARK AZARRAGA, SPROCKET ROCKETS, WOODSTOCK, GA"
,2,"BRYAN JENNINGS, MOUNT HOLLY, NC"
,3,"TYLER THOMAS, CALHOUNCALHOUN, GA"
,4,"CHRISTOPHER HAGNER , POSITIVE IMPACT RACING, SEVERN, MD"
,5,"BILLY MOBLEY, SPROCKET KINGZ NATIONAL BIKE SHOP, COLUMBUS, IN"
,,
36-40 Novice    Total Riders = 10    Groups = 2,,
,1,"JASON SCHLUNEKER , OUT SPOKEN BIKES, CANTON, GA"
,2,"JOE BROOKS, BOCA BIKE SHOP, ROYAL PALM BEACH, FL"
,3,"JASON TURNER, EATON, OH"
,4,"CHRIS (THE RHINO) HARDY, SPROCKET ROCKETS, POWDER SPRINGS, GA"
,5,"VICTOR AVILA, NOMADS BMX, WAKE FOREST, NC"
,6,"DANIEL MATHIS, ROARING RIVER, NC"
,7,"ZACH HAUSER, MARIETTA, GA"
,8,"JEREMY DINGMAN, MARTINEZ, GA"
,,
41-45 Novice    Total Riders = 7    Groups = 1,,
,1,"CHARLES MEYER, LITHIUM RACING, HAMPTON, VA"
,2,"MATTHEW BALLARD, GREENSBURG, IN"
,3,"DAVIN (DAVINATOR) ERICKSON, GATE 9, MERRITT ISLAND, FL"
,4,"RICHARD SIEBOLDT, BROOKLINE, MA"
,5,"JEFF DAURITY, TEAM HECKLER/HDT RACING, WAKE FOREST, NC"
,6,"EVERETT (EAZY-E) ROBINSON, TEAM HECKLER, DURHAM, NC"
,,
46-50 Novice    Total Riders = 4    Groups = 1,,
,1,"BRIAN MOORE, JACKSON, GA"
,2,"SCOTT HEVNER, LAUREL, DE"
,3,"ROBERT PAVSNER, SPROCKETROCKETS, WOODSTOCK, GA"
,,
51 & Over Novice    Total Riders = 4    Groups = 1,,
,1,"DAVE TUMOLO, 2ND CHANCE BMX, SUNBURY, PA"
,2,"ROBERT BEASLEY, RAD ROCKET, POWHATAN, VA"
,3,"LAURA (KNOCK KNOCK) BOHNE, GOSHEN, KY"
,,
5 & Under Intermediate    Total Riders = 12    Groups = 2,,
,1,"OLIVER METCALF, LONGWOOD, FL"
,2,"WYATT IRWIN, BLACK CROWN, PEACHTREE CITY, GA"
,3,"MARCO RESTREPO, BEMAX, MIAMI, FL"
,4,"BRENNA WINDOWS, CAMERON MILLS, NY"
,5,"HAYDEN (SONIC BLAST) POGUE , HRP DESIGNS BMX RACE TEAM, PRATTVILLE, AL"
,6,"MADDEN (MADDMAN) ATHERTON, BLUEGRASS, LOUISVILLE, KY"
,7,"JUDE (JUDE THE DUDE) MELVIN, CHRISTIAN SPORTS INT., NEW ORLEANS, LA"
,8,"JAYCE (THE RINGER) REYNOLDS, DREAMTEAM, NAPLES, FL"
,,
6 Intermediate    Total Riders = 26    Groups = 5,,
,1,"BRANTLEY SPYNDA, PITTSBURGH, PA"
,2,"HUTCH (HUTCH) GRIFFITH, GRIFFITH BMX, PINEVILLE, NC"
,3,"ERIC LAUGHLIN, SPROCKET ROCKETS, PEACHTREE CITY, GA"
,4,"RHETT HUNEYCUTT, TACO TUESDAY, MOUNT HOLLY, NC"
,5,"CLIFTON STRONG, TOTAL PACKAGE RACING, NEW ORLEANS, LA"
,6,"CHASE WING, MAD CYCLES, FORT MILL, SC"
,7,"BRAEDEN (SUPER BEE) MELEWSKI, MAD CYCLES, FORT MILL, SC"
,8,"LANDON (THE CANNONBALL) DAVIS, POWERS BIKE SHOP, CHESAPEAKE, VA"
,,
7 Intermediate    Total Riders = 32    Groups = 6,,
,1,"BRIXTON THOMPSON, CAPPS PAINTING, BAKERSFIELD, CA"
,2,"NATHAN (NATE DOG) CARPENTER, FOX HUNT RACING, KISSIMMEE, FL"
,3,"BRODEN (THE FLYIN BEAR) LORD, REBAR RACING MAD CYCLES, TEGA CAY, SC"
,4,"LUKE CARDINAL, ORLANDO, FL"
,5,"CURTIS JONES, RAD DUDES, ALPHARETTA, GA"
,6,"ROBERT (ROBBIE) SHENISE IV, FORT MILL, SC"
,7,"EZRA (DENNIS) WESTFALL, FULL TILT, FLY, NUEVO, CA"
,8,"COLTON (BOLTON COLTON) SNYDER, FACTORY PARENTS, BRADENTON, FL"
,,
8 Intermediate    Total Riders = 33    Groups = 6,,
,1,"CHASE HARP, DEADSET RACING, LOS ALAMITOS, CA"
,2,"SAMUEL CASCANTE, DORAL, FL"
,3,"WARREN GORDON, BLACK CROWN GA, DUNWOODY, GA"
,4,"JUAN DIEGO DELGADO VALLADARES, WEST PALM BEACH, FL"
,5,"COOPER (COOP - DOG) CAFFERTY, KRAZY ACRES, VIRGINIA BEACH, VA"
,6,"CADEN DACUS, ARLINGTON, TN"
,7,"ETHAN (THE RIPPER) PAVSNER, SPROCKETROCKETS, WOODSTOCK, GA"
,8,"JACKSON  (LUMBERJACK) WOOD, INMAN-MURPHY PEST CONTROL, LAKELAND, TN"
,,
9 Intermediate    Total Riders = 18    Groups = 3,,
,1,"COLEMAN (COLE THE BULL) FISHER, FORT MILL, SC"
,2,"CHASE DAHLHAUSER, COLOSSAL CYCLING, FORT MILL, SC"
,3,"AIDEN CONTI, GET A GRIP, STAFFORD, VA"
,4,"ALAN DECKER, POWERS BIKE SHOP, ALEXANDRIA, VA"
,5,"KRISTOPHER SARDONE, ALPHA, RIDGE, NY"
,6,"MATTHEW TAFLAN, IN THE ZONE BIKE SHOP, GASTONIA, NC"
,7,"CORBAN VITITOW, INDEPENDENT ALL STAR, FORT WORTH, TX"
,8,"NOAH MARKS, ELITE, VESTAVIA HILLS, AL"
,,
10 Intermediate    Total Riders = 25    Groups = 5,,
,1,"MICHAEL (CUPCAKE) SEABROOK, CHAOS SQUAD, DACULA, GA"
,2,"MASON COOK, BLACK CROWN, DOUGLASVILLE, GA"
,3,"ROWAN (THE WARRIOR) DERENZIS, DALLAS, GA"
,4,"ELI BERNARD, ARMA, 100%, GODESIGN, ASHEVILLE, NC"
,5,"LOGAN (THUNDER CHICKEN) MATHIS, CHAOS SQUAD, WOODBRIDGE, VA"
,6,"GAVIN NOVAK, WEST COAST/ STAYSTRONG, TAMPA, FL"
,7,"JACKSON GADDIS, BLACKCROWN GEORGIA, MCDONOUGH, GA"
,8,"HARLAN (THE HITMAN) DIXON, EADS, TN"
,,
11 Intermediate    Total Riders = 21    Groups = 4,,
,1,"RAYDEN THOMPSON, COASTAL, GRAHAM, NC"
,2,"SAMUEL CROMARTIE, NOMAD RACING, GRAHAM, NC"
,3,"JACOB JOHNSON, MAD CYCLES, FORT MILL, SC"
,4,"CAMERON (KILLA CAM) MURRAY, RAD DUDES, MARIETTA, GA"
,5,"TRACE (T-RACE) CREEL, ANOTHER BAD HABIT/NAPLES, NAPLES, FL"
,6,"JOEY SARDONE, ALPHA, RIDGE, NY"
,7,"KEVIN MANDRU, NAPLE BMX, NAPLES, FL"
,8,"LUKE (TURBO) SHELNUT, BLACK CROWN GEORGIA, DALLAS, GA"
,,
12 Intermediate    Total Riders = 24    Groups = 4,,
,1,"JAYDEN (J DOG) HADDOCK, TOP TEAM RACING  DK, MILTON, FL"
,2,"DIMITRI PEDOTTO, ACCUBUILD, CHANDLER, AZ"
,3,"BRADEN BEEBE, ELITE RACING, PELHAM, AL"
,4,"AARON SOSEBEE, SBW RACING, HARLEM, GA"
,5,"KENDALL SPURGEON, AMERICAN NATIONAL INS., WEST MONROE, LA"
,6,"LOGAN BESIN, WELLINGTON, FL"
,7,"TYLER BOWMAN, ELITE RACING, BIRMINGHAM, AL"
,8,"RYAN BRAND, DALLAS, GA"
,,
13 Intermediate    Total Riders = 14    Groups = 2,,
,1,"JACKSON WATERS, TERMINAL BMX, PEACHTREE CITY, GA"
,2,"MATTHEW (MR. PMA) RUBY, HEAVY PEDALZ, HOWELL, MI"
,3,"DEVIN (THA NATURAL) KELLY, BOX, SCAR DESIGN, RIDGELAND, MS"
,4,"RYDER (GHOST RYDER) MARKHAM, WRENCHMAN RACING, FUQUAY VARINA, NC"
,5,"KADEN RICE, CHATTANOOGA, TN"
,6,"CHARLOTTE JOHNSON, MAD CYCLES, FORT MILL, SC"
,7,"TRISTAN PRYOR, LIBERTY BMX RACING, FORT MILL, SC"
,8,"COHEN WHITHAM, TNT FLORIDA, ST JOHNS, FL"
,,
14 Intermediate    Total Riders = 11    Groups = 2,,
,1,"TRAVIS LEHMAN, SSQUARED MARYLAND, MECHANICSVILLE, MD"
,2,"AIDAN SKOTZKO, IN THE ZONE, DAVIDSON, NC"
,3,"JOSE GARZA, M & M RACING TN, NASHVILLE, TN"
,4,"COHEN FAST, A&E RACING, SIDNEY, OH"
,5,"HAYDEN CASTRO, PALM SPRINGS, FL"
,6,"BRANDON (B) HINSON, COCOA, FL"
,7,"HUNTER QUICK, PAK BMX RACING, AKRON, OH"
,8,"CLAYTON STUART, ROCK HILL, SC"
,,
15 Intermediate    Total Riders = 10    Groups = 2,,
,1,"ANGEL SUAREZ, MIAMI, FL"
,2,"LUCAS CUNHA, ENZO MOTO-X, ATLANTA, GA"
,3,"LUKE (COOL HAND LUKE) PALMORE, VELOCITY, HAMPTON, VA"
,4,"AUBREY (BIG SIS) DOUGLASS, ENAMEL BRAND, POWDER SPRINGS, GA"
,5,"OLIVER LEE, HIGH POINT, NC"
,6,"CHANDLER SHELNUT, POWDER SPRINGS, GA"
,7,"GAVIN GRANGER, BLACK CROWN, DALLAS, GA"
,8,"ROBERT (SKETCHY) SCHWARTZ, FORT MILL, SC"
,,
16 Intermediate    Total Riders = 8    Groups = 1,,
,1,"JACOB THURMAN, HRP DESIGNS BMX RACE TEAM, MIDLAND CITY, AL"
,2,"MARCUS (LOCK IT UP) LOCKLEY, IN THE ZONE, CHARLOTTE, NC"
,3,"IVAN (THE KID) SORIANO, FLYZONE, SOUTH ELGIN, IL"
,4,"CADEN LEHEW, CHARLOTTE BOMBSHELL, PUNTA GORDA, FL"
,5,"TANNER (TAN MAN) WILBANKS, MOM AND DAD, MARIETTA, GA"
,6,"KEEGAN HAGAR, BLACK SHEEP RACING, NORWICH, NY"
,7,"AUSTIN (THE BEAZ) BEASLEY, ROCKET RACING, POWHATAN, VA"
,,
17-20 Intermediate    Total Riders = 5    Groups = 1,,
,1,"ZACHARY (SHARKBOY) LOFTIS, 21 PRODUCTIONS, STOCKTON, CA"
,2,"MICHAEL PECKETT, YESS BMX, PEACHTREE CITY, GA"
,3,"TYLER (T REX) HADDOCK, TOP TEAM RACING  DK, MILTON, FL"
,4,"JACKSON ROSALES, ROME, GA"
,,
21-25 Intermediate    Total Riders = 3    Groups = 1,,
,1,"JEREMY (JERM) SCHOLTEN, BMX COMPLIMTENTS, FORT WAYNE, IN"
,2,"HAYDEN KETTWICH, DIALED DIRT, MONROE, NC"
,3,"AARON GOMEZ, DIRT JUNKIES, VERO BEACH, FL"
,,
26-35 Intermediate    Total Riders = 6    Groups = 1,,
,1,"TONY POGUE, HRP DESIGNS BMX RACE TEAM, PRATTVILLE, AL"
,2,"TYLER (MEAN HOMBRE) GRIFFIN SR, POWER FX SPEEDCO, CAPE CORAL, FL"
,3,"GREG CHAPMAN, ALL THINGS BMX, TRAVERSE CITY, MI"
,4,"GEORGE (G-NICE) SCOTT, NICEMOVE/KALES KITCHEN, CHARLOTTE, NC"
,5,"KYLE (WOODY) WOOD, PAK BMX RACING, YOUNGSTOWN, OH"
,,
36-40 Intermediate    Total Riders = 10    Groups = 2,,
,1,"SCOTT THOMPSON, ROBBY'S BICYCLES, LEHIGH ACRES, FL"
,2,"GEORGE (BOOGIE) SPARKS, SSQUARED MARYLAND, HOLLYWOOD, MD"
,3,"ROBERT MONEGRO, THRDWN, PORT RICHEY, FL"
,4,"JORGE GIRALDO, MAYHEM/MONGOOSE/O'NEAL, INDIAN TRAIL, NC"
,5,"CHARLIE CHATHAM, LOW LIFE RACING, ACWORTH, GA"
,6,"JOHN (VEGAS) GORMAN, MICHIGAN WILD BMX, ROCKFORD, MI"
,7,"DONALD (THE NATUREBOY) COBLE, BLACK CROWN GEORGIA, MCDONOUGH, GA"
,8,"JOSE (HOSE-B MUNGUIA) MUNGUIA, KAWASEXY/STEEL WHEELSBMX, PORTAGE, IN"
,,
41-45 Intermediate    Total Riders = 7    Groups = 1,,
,1,"DAVID (KING DAVID) FLORES, TNT BICYCLES GEORGIA, FAYETTEVILLE, GA"
,2,"TODD JOHNSON, MAD CYCLES, FORT MILL, SC"
,3,"JOSH (THE HAMMER) STYRON, CAMPBELLSBURG, KY"
,4,"BRANDON (CHOP SHOP) SCHOPP, ZERONINE, ROSWELL, GA"
,5,"JEROME (JERRY) ROMERO, PEDAL POWER CLOTHING, CONYERS, GA"
,6,"PATRICK AMBROZIAK, SPROCKET KINGZ NATIONAL BIKE SHOP, ELKHART, IN"
,,
46-50 Intermediate    Total Riders = 11    Groups = 2,,
,1,"MATT HOLLIS, GAINESVILLE, GA"
,2,"CHRIS WARREN, LRC/MONGOOSE, LEBANON, TN"
,3,"GREG BARBIER, BLACKCROWN NOLA, HARVEY, LA"
,4,"AARON JAMES, TANGLEWOOD DEVO TEAM, WINSTON SALEM, NC"
,5,"JASON LAUGHLIN, SPROCKET ROCKETS, PEACHTREE CITY, GA"
,6,"JOHN FILIPOFF, FILIPOFF FAMILY RACING, GREENSBORO, NC"
,7,"ED LEVINE, WRENCHMAN / BLACK CROWN, WAKE FOREST, NC"
,8,"JASON CHANDLER, CANTON, GA"
,,
51 & Over Intermediate    Total Riders = 10    Groups = 2,,
,1,"DEMPSEY STOCKER, WATER4ALL, SUN CITY CENTER, FL"
,2,"FRANCISCO (MEGA VEGA) VEGA, VEGARACING YELLOWCATBMX, DOTHAN, AL"
,3,"JASON (NOT RONNIE) KIM, AMERICAN SOLDIER NETWORK, ALPHARETTA, GA"
,4,"BRIAN STEELE, CARPE' DIEM RACING, GEORGIA, GA"
,5,"BRIAN (TBONE.) WILSON, TBONE BMX,POWERFX SPEEDC, CAPE CORAL, FL"
,6,"ROD CUNHA, ENZO MOTO-X, ATLANTA, GA"
,7,"JAMES (EL LOCO) TRIPP, BLACKCROWN/WRENCHMAN, RALEIGH, NC"
,8,"RICHIE SAVAGE, COLLIERVILLE, TN"
,,
1-5 Girls Expert    Total Riders = 3    Groups = 1,,
,1,"HENLEY (BOO) GREER, WOLFPACK BMX, CANTON, MS"
,2,"CHARLOTTE WORD, ALPHA NATIONAL TEAM, MODESTO, CA"
,3,"MAIZEY (BOLT) WALSER, MAGIC BMX, WHITE LAKE, MI"
,,
6 Girls Expert    Total Riders = 5    Groups = 1,,
,1,"ISABELLA SMITH, LRC MONGOOSE, HENDERSON, NV"
